Date,SPY,XLB,XLC,XLE,XLF,XLI,XLK,XLP,XLRE,XLU,XLV,XLY
2012-02-29,0.0,1.2806135673598011e-11,1.3003597045383748e-11,2.913177595808005e-11,6.092182194628774e-11,1.7112373888782575e-11,0.999999999769362,2.103560914058626e-11,1.3003597045383748e-11,1.2330274322070492e-11,1.4336356785882547e-11,3.6956075033710496e-11
2012-03-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
2012-03-02,0.0,1.4498732028698748e-10,1.1011406693176317e-10,7.285269822661425e-10,3.5548618564755537e-09,4.879802702679329e-10,0.9999999938114481,6.142835157915629e-10,1.1011406693176317e-10,1.1083985924640504e-10,1.8604231621505107e-10,1.4080175555970926e-10
2012-03-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
2012-03-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
2012-03-07,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2012-03-08,0.0,9.78445621734183e-12,5.497528856348838e-11,4.98180048924603e-11,1.0294629407240212e-10,4.982629559074617e-12,0.9999999882556276,3.659003275751395e-10,5.497528856348838e-11,1.2014881721715562e-10,1.941319469893119e-11,1.0961428394607633e-08
2012-03-09,0.0,7.74453697835976e-11,7.651549192189009e-11,5.926032060726735e-11,1.4792333350893057e-10,6.207329948590905e-11,0.9999999589378779,1.0379719655760985e-10,7.651549192189009e-11,6.141736482079016e-11,7.211425079569433e-11,4.032506009408014e-08
2012-03-12,0.0,1.9109766427539787e-12,8.881787156925307e-12,1.581474575157872e-12,1.2936229611435674e-11,1.8372523532382294e-12,1.7827137987338697e-10,4.305239559396498e-11,8.881787156925307e-12,1.2778862417380851e-11,7.015852969332585e-12,0.999999999722852
2012-03-13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
2012-03-14,0.0,2.3094366937960655e-11,2.7250901832374886e-11,2.4101629832708683e-11,0.9999999990882238,3.542365744334675e-11,3.222333865182842e-10,7.008764425109402e-11,2.7250901832374886e-11,5.438126740904391e-11,7.731173906148168e-11,2.506408089731152e-10
2012-03-15,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
2012-03-16,0.0,7.150902859976117e-10,8.307064750585849e-10,6.070178168648601e-10,0.9999999869448325,1.1177688938663786e-09,2.680955537568503e-09,1.4130024666942606e-09,8.307064750585849e-10,1.3771745865187054e-09,1.4511334170180843e-09,2.031611729174322e-09
2012-03-19,0.0,3.128197784028752e-12,6.086551687704961e-12,6.443779170707048e-12,0.9999999998999104,2.3949472215467555e-11,1.5537885826685803e-11,7.152615541557224e-12,6.086551687704961e-12,5.892085998466702e-12,1.1060181180977332e-11,1.4752284977420178e-11
2012-03-20,0.0,3.30744690159155e-12,6.170575455924718e-12,6.9192079188472735e-12,0.9999999999033289,2.293473605105072e-11,1.5945085700795293e-11,6.685743255802228e-12,6.170575455924718e-12,5.304799470362181e-12,1.013263899876814e-11,1.3100087003493102e-11
2012-03-21,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2012-03-22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
2012-03-23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
2012-03-26,0.0,3.573935838518336e-11,3.626703424966822e-11,9.073006605241505e-11,0.9999999994906771,2.6915954322311022e-11,8.131877143901195e-11,5.886781391273378e-11,3.626703424966822e-11,3.659935707469205e-11,4.633492909926749e-11,6.028220546577776e-11
2012-03-27,0.0,9.631739474817277e-12,5.661328648541348e-12,2.866538902013516e-12,0.9999999999174738,1.786668545435414e-11,1.3682817392444806e-11,5.360131124884599e-12,5.661328648541348e-12,5.884069086191762e-12,2.850413906504625e-12,1.306124385226639e-11
2012-03-28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
2012-03-29,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2012-03-30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
2012-04-02,0.0,5.833910116725881e-11,4.798381835527804e-11,3.495336231389026e-11,0.9999999993693083,6.06216090741136e-11,9.051886100139231e-11,7.066988478801829e-11,4.798381835527804e-11,5.183098087842263e-11,9.134628128517216e-11,7.644425484696627e-11
2012-04-03,0.0,5.011698369119545e-09,4.780972464891768e-10,1.0388334855296275e-09,0.9999999545618673,2.1980612924847744e-09,1.7381383500874108e-08,3.4159152620987854e-09,4.780972464891768e-10,3.1219970122496983e-10,8.899541708346318e-09,6.224305539408282e-09
2012-04-04,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2012-04-05,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2012-04-09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2012-04-10,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2012-04-11,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2012-04-12,0.0,8.273890663919913e-12,1.4916151971145163e-09,4.405297030835284e-12,3.867656419990265e-12,4.69088680977527e-12,3.908342766080651e-11,3.1960701638597543e-10,1.4916151971145163e-09,5.177899978057532e-11,0.999999996537196,4.78671873167299e-11
2012-04-13,0.0,3.781386691740852e-12,5.928551045849984e-11,8.388219255129073e-13,8.247010748768916e-13,2.3491007417780046e-12,4.294909496888806e-11,4.201522896784062e-11,5.928551045849984e-11,1.3031293027978802e-11,0.9999999997653862,1.0253134519634517e-11
2012-04-16,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2012-04-17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
2012-04-18,0.0,1.084999937788964e-09,1.4201190652535882e-08,1.3108199999074017e-10,1.8331871782790486e-10,1.7042402614792448e-09,3.139220497218439e-09,0.9999999571774006,1.4201190652535882e-08,2.9015973566353194e-09,1.5037947063438616e-09,3.771964252745069e-09
2012-04-19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2012-04-20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
2012-04-23,0.0,1.503553313858645e-11,2.700798619285678e-10,2.964764525191474e-12,1.183052508665516e-12,1.0025414576652356e-11,1.4576200855452212e-12,0.9999999987384368,2.700798619285678e-10,5.74633092011916e-10,7.811347227935316e-11,3.799037256092766e-11
2012-04-24,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2012-04-25,0.0,5.228196876210877e-10,0.49999994266073894,4.73183222482919e-10,4.780334365216513e-10,9.502517315143925e-10,4.0332909769721377e-10,1.262019841251553e-09,0.49999994266073894,1.0853274143415367e-07,1.2926835700651404e-09,7.634603448802551e-10
2012-04-26,0.0,7.747458170270832e-10,1.2562732299733283e-08,2.662871354666085e-10,9.843660599571731e-11,9.480099931889203e-10,3.200629590132867e-10,2.0342557979938872e-10,1.2562732299733283e-08,0.9999999694289187,1.4752017978501036e-09,1.359447114872479e-09
2012-04-27,0.0,1.0882195182846463e-08,6.776740095547214e-09,6.1101693515221745e-09,5.018172634634613e-09,8.047610537255846e-09,5.242244583799809e-09,5.8267248523675646e-08,6.776740095547214e-09,1.3216284222050806e-07,6.6140547929367335e-09,0.9999997541019818
2012-04-30,0.0,4.083770550720923e-11,1.436334278587915e-11,1.8949438952424128e-11,1.4163321842259618e-11,3.2177823614975933e-11,1.2237625857258078e-11,2.1256994185681235e-11,1.436334278587915e-11,0.9999999579356583,1.494759283028467e-11,4.188104446603346e-08
2012-05-01,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2012-05-02,0.0,6.396654009853043e-09,1.226888376319663e-09,0.9999999380435856,5.166625290447064e-09,5.097568304941717e-09,1.4292444316870992e-09,2.129260929017006e-09,1.226888376319663e-09,5.5336719289350075e-09,2.33996370520588e-09,3.140964918940647e-08
2012-05-03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2012-05-04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
2012-05-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
2012-05-08,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2012-05-09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
2012-05-10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
2012-05-11,0.0,3.565248386651643e-10,3.6007575485075736e-10,4.3083566715929544e-10,4.3296015237436665e-10,4.1916573551154347e-10,3.756552128035256e-09,5.115958383408693e-11,3.6007575485075736e-10,0.9999999922419482,8.32931450146445e-10,7.577706031423637e-10
2012-05-14,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
2012-05-15,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2012-05-16,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2012-05-17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
2012-05-18,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2012-05-21,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2012-05-22,0.0,3.1575943098498175e-10,0.49999999601911943,3.094323561938737e-10,2.5461812298993903e-10,4.3513216446515014e-10,4.4440930696951706e-10,1.4322015099173576e-09,0.49999999601911943,3.537668082126812e-09,8.29963875933381e-10,4.0257627752098607e-10
2012-05-23,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2012-05-24,0.0,2.835672976260876e-10,0.4999999957082631,2.746214446556713e-10,2.3724441644170087e-10,4.124452292291901e-10,3.443126262929326e-10,9.302196723583311e-10,0.4999999957082631,5.221417189871771e-09,5.49176480303699e-10,3.304693253703387e-10
2012-05-25,0.0,1.0804747707142457e-09,2.7710394157875197e-08,1.060165288181789e-09,8.802506161019907e-10,1.3202619502501642e-09,1.1171724702747044e-09,2.462372728774302e-09,2.7710394157875197e-08,0.9999999335021335,1.974328020439782e-09,1.1820524739654854e-09
2012-05-29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
2012-05-30,0.0,2.7985763806517344e-09,2.0070823100863496e-09,3.0772101567699936e-09,1.7391837577764916e-09,3.3926630306027713e-09,3.1629842926907628e-09,5.687146264234826e-09,2.0070823100863496e-09,0.9999999693082022,3.451878108749341e-09,3.3679909426378274e-09
2012-05-31,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2012-06-01,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2012-06-04,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2012-06-05,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
2012-06-06,0.0,1.9186615172550886e-09,2.0030417300373495e-07,1.6182059270514882e-09,1.4558445627987096e-09,1.641904624673383e-09,2.165683681366917e-09,2.524812416460052e-09,2.0030417300373495e-07,0.9999995842575481,1.888830453225035e-09,1.9201625692774753e-09
2012-06-07,0.0,1.0694398704619555e-08,1.273821042766973e-09,2.2366172835935604e-09,2.2340407652179036e-09,2.4377307774608857e-09,2.4745722126593912e-09,2.3581055686819044e-09,1.273821042766973e-09,0.9999999709812698,1.9425169066485687e-09,2.0931054258936882e-09
2012-06-08,0.0,5.609994653578853e-09,1.4187589055827177e-09,1.3287666413401313e-09,4.232470602443353e-10,1.0210698375683167e-09,1.3236492632702688e-09,1.2566769335123677e-09,1.4187589055827177e-09,0.999999983993152,1.1021327347458497e-09,1.1037927340211433e-09
2012-06-11,0.0,0.999999997922467,1.813771707519262e-10,1.904155408097106e-10,9.533637459088089e-11,2.7205477502794493e-10,3.3007315330761454e-10,2.7240522918764215e-10,1.813771707519262e-10,4.600977931914252e-11,2.413013923286713e-10,2.6718241020069313e-10
2012-06-12,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2012-06-13,0.0,7.067778542071232e-09,1.6982008708794025e-09,2.0537512657830323e-09,2.1921417550184373e-09,2.782801159307995e-09,2.8465529944604173e-09,3.863391400219036e-09,1.6982008708794025e-09,0.9999999688773906,3.1749345665233063e-09,3.744855940608424e-09
2012-06-14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
2012-06-15,0.0,3.0889149576994076e-09,2.012982807450443e-09,2.1817116067776545e-09,1.9920403918614603e-09,2.423156178862796e-09,2.840275257980345e-09,1.3993551147036643e-09,2.012982807450443e-09,0.9999999795005162,1.1448707261006685e-09,1.4031938021152557e-09
2012-06-18,0.0,8.355061343150957e-12,3.219672874704835e-12,4.139831326739863e-12,4.425146480627284e-12,2.8914914837238295e-12,1.0558309142067117e-11,8.588423132845601e-12,3.219672874704835e-12,0.9999999999407353,1.0759181023169688e-11,3.1081820404983534e-12
2012-06-19,0.0,5.561760578541886e-09,2.0051933556015935e-09,2.594247592984586e-09,2.3850245524277634e-09,2.245083148450072e-09,5.028584581471121e-09,1.6571080901640604e-09,2.0051933556015935e-09,0.9999999732052569,2.3512352120823434e-09,9.613128425332924e-10
2012-06-20,0.0,1.2756923712834476e-09,2.764521950875008e-10,3.1419347804546017e-10,3.767307678401372e-09,3.7897988377719785e-10,7.680687024831254e-10,4.46383018093651e-10,2.764521950875008e-10,0.9999999853550833,6.749781433491156e-09,3.9160550554644827e-10
2012-06-21,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2012-06-22,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2012-06-25,0.0,3.093897440565593e-09,1.481146724084285e-09,2.4694465208180214e-09,0.9999999629018557,2.760559126989421e-09,5.4761152259937546e-09,2.4998211864198625e-09,1.481146724084285e-09,2.2803468334248508e-09,1.2127964677030819e-08,3.427699759065005e-09
2012-06-26,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2012-06-27,0.0,3.2818343776953806e-09,2.0710022169887486e-09,2.493016972243723e-09,0.99999988308371,4.552150955566393e-09,3.530465429433934e-09,4.38229747636404e-09,2.0710022169887486e-09,3.3631795097826513e-09,8.552983539659924e-08,5.641504919072152e-09
2012-06-28,0.0,2.7115901717407634e-09,2.3952246836399786e-09,2.3919075085315217e-09,8.98276490092875e-09,2.6534412182497015e-09,2.4099307768447972e-09,2.917005265072298e-09,2.3952246836399786e-09,3.3900740052151948e-09,0.9999999669381293,2.814707577152033e-09
2012-06-29,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2012-07-02,0.0,3.602612099852876e-09,1.597984655252383e-09,2.0821380085243027e-08,3.1525454963745747e-07,8.8453297433234e-09,2.401297426451087e-09,1.939108133139517e-09,1.597984655252383e-09,1.4926253740101155e-09,0.9999996402911877,2.1559401942485846e-09
2012-07-03,0.0,3.3527034359470214e-10,1.4922883270635549e-10,8.945427054117001e-10,0.9999999957571596,3.0561885015490427e-10,1.3373919926277442e-10,3.266527722612726e-10,1.4922883270635549e-10,2.1329968083186408e-10,1.634758480103112e-09,1.005011847226527e-10
2012-07-05,0.0,1.8522624812005936e-11,3.0097262584864908e-12,0.9999999930582345,6.58762430246168e-09,1.4003959179949638e-11,1.493720535570857e-11,2.8205401840551267e-11,3.0097262584864908e-12,4.6385929858234645e-12,2.652818546323596e-10,2.5319851444290925e-12
2012-07-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2012-07-09,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2012-07-10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
2012-07-11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
2012-07-12,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2012-07-13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
2012-07-16,0.0,2.5113129231492154e-09,1.648428417291075e-09,0.9999999692195596,4.334543821758566e-09,1.83077276986193e-09,1.7103528343329466e-09,7.770783472740831e-09,1.648428417291075e-09,3.7507068973583086e-09,3.498179874053619e-09,2.0769309494768782e-09
2012-07-17,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2012-07-18,0.0,9.686231937417937e-12,2.2768588031348547e-12,0.999999999916365,1.479594258977495e-11,2.4675887578337547e-12,3.380631886732061e-12,1.8470168279789482e-11,2.2768588031348547e-12,7.919966578436389e-12,1.843749041020281e-11,3.923056019395024e-12
2012-07-19,0.0,1.3468241526488239e-10,1.8537387858571518e-11,0.999999998085071,4.2130642474340693e-10,5.052076999208311e-10,3.0209343924764926e-10,1.8936056945152198e-10,1.8537387858571518e-11,9.201057580774433e-11,1.905654935402407e-10,4.262759482927224e-11
2012-07-20,0.0,2.3649430181714313e-10,2.2808799632201127e-10,0.9999999975681589,3.669505021458465e-10,9.58679416746589e-11,2.5079980133478164e-10,1.4511640376642746e-11,2.2808799632201127e-10,4.355684816761713e-10,2.4839459208429195e-10,3.2707787487758773e-10
2012-07-23,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2012-07-24,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2012-07-25,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2012-07-26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
2012-07-27,0.0,1.0101239264937902e-11,1.9183494650758312e-10,0.9999999961803031,7.588878421218543e-11,1.8265027319975062e-11,1.943068215967382e-11,1.9686407869753548e-10,1.9183494650758312e-10,2.920763818450981e-09,1.459721644352039e-10,4.874129972221966e-11
2012-07-30,0.0,1.2648452811240838e-10,1.896401145675916e-10,0.9999999969515749,3.6306050675264063e-10,7.409007781123925e-11,4.5632553970129216e-10,3.5272311357970175e-10,1.896401145675916e-10,5.728311163713737e-10,5.048810115173963e-10,2.187487990293913e-10
2012-07-31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
2012-08-01,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
2012-08-02,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2012-08-03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2012-08-06,0.0,2.3140754655103914e-09,1.8866648563117778e-09,0.9999999635102069,2.1820516259686546e-09,6.098409897525072e-09,1.2515485990901228e-08,2.3214954439683475e-09,1.8866648563117778e-09,2.3798477406149783e-09,2.251392436986665e-09,2.6537046861712676e-09
2012-08-07,0.0,4.3142343474097614e-12,2.388453506933437e-12,0.9999999663315133,3.2275474075971996e-12,1.3061037404424491e-11,3.362902261653422e-08,3.43024569549518e-12,2.388453506933437e-12,3.0628057209289316e-12,2.8680156844144274e-12,4.723239309508796e-12
2012-08-08,0.0,3.4482348167941496e-11,2.235500059523165e-11,0.9999999879322412,3.143798584937376e-11,3.756019330017715e-10,1.1457940686748163e-08,2.6079379712790457e-11,2.235500059523165e-11,2.5025964836342985e-11,2.8114919106284834e-11,4.436564697457406e-11
2012-08-09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
2012-08-10,0.0,4.4682932407859244e-10,5.490607202305072e-10,0.9999999933903618,7.034355957633263e-10,3.8776746800993967e-10,5.073318706253514e-10,6.802497259266574e-10,5.490607202305072e-10,8.174826582315614e-10,1.1091164072037148e-09,8.593038072546101e-10
2012-08-13,0.0,9.522228830321154e-10,8.090317066965136e-10,0.9999999696896906,2.016854113237252e-09,2.548989481113004e-09,1.8797550030093737e-08,1.0566743400501527e-09,8.090317066965136e-10,8.922223398898172e-10,1.2472053922323942e-09,1.1805275215961238e-09
2012-08-14,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
2012-08-15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
